日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2024-01-02,基金,纳指生物(513290.XSHG),多,44000股,44000股,1.137,50028,88,1.135,-,0,88,44000股,0.18%,50083,99.89%
2024-01-02,,Cash,,,,,55,,,,,,,,0
2024-01-03,基金,纳指生物(513290.XSHG),多,44000股,44000股,1.163,51172,1232,1.135,-,0,1144,0股,2.47%,51227,99.89%
2024-01-03,,Cash,,,,,55,,,,,,,,0
2024-01-04,基金,纳指生物(513290.XSHG),多,44000股,44000股,1.151,50644,704,1.135,-,0,-528,0股,1.41%,50699,99.89%
2024-01-04,,Cash,,,,,55,,,,,,,,0
2024-01-05,基金,纳指生物(513290.XSHG),多,44000股,44000股,1.155,50820,880,1.135,-,0,176,0股,1.76%,50875,99.89%
2024-01-05,,Cash,,,,,55,,,,,,,,0
2024-01-08,基金,纳指生物(513290.XSHG),多,44000股,44000股,1.156,50864,924,1.135,-,0,44,0股,1.85%,50919,99.89%
2024-01-08,,Cash,,,,,55,,,,,,,,0
2024-01-09,基金,煤炭ETF(515220.XSHG),多,21300股,0股,2.454,52270.2,-42.6,2.456,-,0,-42.6,21300股,-0.08%,52273.94,99.99%
2024-01-09,,Cash,,,,,3.74,,,,,,,,0
2024-01-10,基金,纳指生物(513290.XSHG),多,43800股,43800股,1.182,51771.6,0,1.182,-,0,0,43800股,0%,51794.98,99.95%
2024-01-10,,Cash,,,,,23.38,,,,,,,,0
2024-01-11,基金,纳指生物(513290.XSHG),多,43800股,43800股,1.182,51771.6,0,1.182,-,0,0,0股,0%,51794.98,99.95%
2024-01-11,,Cash,,,,,23.38,,,,,,,,0
2024-01-12,基金,纳指生物(513290.XSHG),多,43800股,43800股,1.163,50939.4,-832.2,1.182,-,0,-832.2,0股,-1.61%,50962.78,99.95%
2024-01-12,,Cash,,,,,23.38,,,,,,,,0
2024-01-15,基金,日经ETF(513520.XSHG),多,34100股,34100股,1.524,51968.4,818.4,1.5,-,0,818.4,34100股,1.6%,52077.54,99.79%
2024-01-15,,Cash,,,,,109.14,,,,,,,,0
2024-01-16,基金,纳指生物(513290.XSHG),多,48200股,48200股,1.166,56201.2,-48.2,1.167,-,0,-48.2,48200股,-0.09%,56212.4,99.98%
2024-01-16,,Cash,,,,,11.2,,,,,,,,0
2024-01-17,基金,纳指生物(513290.XSHG),多,48200股,48200股,1.153,55574.6,-674.8,1.167,-,0,-626.6,0股,-1.2%,55585.8,99.98%
2024-01-17,,Cash,,,,,11.2,,,,,,,,0
2024-01-18,基金,纳指生物(513290.XSHG),多,48200股,48200股,1.159,55863.8,-385.6,1.167,-,0,289.2,0股,-0.69%,55875,99.98%
2024-01-18,,Cash,,,,,11.2,,,,,,,,0
2024-01-19,基金,日经ETF(513520.XSHG),多,38400股,38400股,1.46,56064,614.4,1.444,-,0,614.4,38400股,1.11%,56092.71,99.95%
2024-01-19,,Cash,,,,,28.71,,,,,,,,0
2024-01-22,基金,日经ETF(513520.XSHG),多,38400股,38400股,1.552,59596.8,4147.2,1.444,-,0,3532.8,0股,7.48%,59625.51,99.95%
2024-01-22,,Cash,,,,,28.71,,,,,,,,0
2024-01-23,基金,日经ETF(513520.XSHG),多,38400股,38400股,1.628,62515.2,7065.6,1.444,-,0,2918.4,0股,12.74%,62543.91,99.95%
2024-01-23,,Cash,,,,,28.71,,,,,,,,0
2024-01-24,基金,225ETF(513000.XSHG),多,44800股,44800股,1.39,62272,-1926.4,1.433,-,0,-1926.4,44800股,-3%,62294.27,99.96%
2024-01-24,,Cash,,,,,22.27,,,,,,,,0
2024-01-25,基金,标普信息科技LOF(161128.XSHE),多,14300股,14300股,4.22,60346,-729.3,4.271,-,0,-729.3,14300股,-1.19%,60611.93,99.56%
2024-01-25,,Cash,,,,,265.93,,,,,,,,0
2024-01-26,基金,标普信息科技LOF(161128.XSHE),多,14300股,14300股,4.122,58944.6,-2130.7,4.271,-,0,-1401.4,0股,-3.49%,59210.53,99.55%
2024-01-26,,Cash,,,,,265.93,,,,,,,,0
2024-01-29,基金,标普信息科技LOF(161128.XSHE),多,14300股,14300股,4.216,60288.8,-786.5,4.271,-,0,1344.2,0股,-1.29%,60554.73,99.56%
2024-01-29,,Cash,,,,,265.93,,,,,,,,0
2024-01-30,基金,标普500ETF华夏(159655.XSHE),多,42800股,42800股,1.458,62402.4,-214,1.463,-,0,-214,42800股,-0.34%,62473.22,99.89%
2024-01-30,,Cash,,,,,70.82,,,,,,,,0
2024-01-31,基金,纳指科技ETF景顺(159509.XSHE),多,50100股,50100股,1.172,58717.2,-50.1,1.173,-,0,-50.1,50100股,-0.09%,58816.17,99.83%
2024-01-31,,Cash,,,,,98.97,,,,,,,,0
2024-02-01,基金,纳指科技ETF景顺(159509.XSHE),多,50100股,50100股,1.157,57965.7,-801.6,1.173,-,0,-751.5,0股,-1.36%,58064.67,99.83%
2024-02-01,,Cash,,,,,98.97,,,,,,,,0
2024-02-02,基金,纳指科技ETF景顺(159509.XSHE),多,50100股,50100股,1.19,59619,851.7,1.173,-,0,1653.3,0股,1.45%,59717.97,99.83%
2024-02-02,,Cash,,,,,98.97,,,,,,,,0
2024-02-05,基金,纳指科技ETF景顺(159509.XSHE),多,50100股,50100股,1.212,60721.2,1953.9,1.173,-,0,1102.2,0股,3.32%,60820.17,99.84%
2024-02-05,,Cash,,,,,98.97,,,,,,,,0
2024-02-06,基金,银行ETF(512800.XSHG),多,54200股,0股,1.135,61517,0,1.135,-,0,0,54200股,0%,61609.46,99.85%
2024-02-06,,Cash,,,,,92.46,,,,,,,,0
2024-02-07,基金,纳指科技ETF景顺(159509.XSHE),多,49600股,49600股,1.218,60412.8,49.6,1.217,-,0,49.6,49600股,0.08%,60508.79,99.84%
2024-02-07,,Cash,,,,,95.99,,,,,,,,0
2024-02-08,基金,纳指ETF(513100.XSHG),多,47800股,47800股,1.308,62522.4,286.8,1.302,-,0,286.8,47800股,0.46%,62568.75,99.93%
2024-02-08,,Cash,,,,,46.35,,,,,,,,0
2024-02-19,基金,纳指科技ETF景顺(159509.XSHE),多,49600股,49600股,1.259,62446.4,248,1.254,-,0,248,49600股,0.4%,62469.71,99.96%
2024-02-19,,Cash,,,,,23.31,,,,,,,,0
2024-02-20,基金,纳指科技ETF景顺(159509.XSHE),多,49600股,49600股,1.256,62297.6,99.2,1.254,-,0,-148.8,0股,0.16%,62320.91,99.96%
2024-02-20,,Cash,,,,,23.31,,,,,,,,0
2024-02-21,基金,纳指科技ETF景顺(159509.XSHE),多,49600股,49600股,1.234,61206.4,-992,1.254,-,0,-1091.2,0股,-1.59%,61229.71,99.96%
2024-02-21,,Cash,,,,,23.31,,,,,,,,0
2024-02-22,基金,纳指科技ETF景顺(159509.XSHE),多,49600股,49600股,1.279,63438.4,1240,1.254,-,0,2232,0股,1.99%,63461.71,99.96%
2024-02-22,,Cash,,,,,23.31,,,,,,,,0
2024-02-23,基金,纳指科技ETF景顺(159509.XSHE),多,49600股,49600股,1.325,65720,3521.6,1.254,-,0,2281.6,0股,5.66%,65743.31,99.96%
2024-02-23,,Cash,,,,,23.31,,,,,,,,0
